age,income,employment_years,credit_utilization,num_late_payments,num_credit_lines,transaction_count,avg_transaction_amount,max_transaction_amount,essentials_spend_annual,discretionary_spend_annual,risky_spend_annual,fraud_flag,label,too_many_credit_lines,too_many_transactions,big_avg_txn,essentials_ratio,discretionary_ratio,risky_ratio,high_risk_utilization,suspicious_spike,transaction_ratio,income_per_txn,utilization_bucket,combined_fraud_score
42.96714153011233,82987.10873172004,2.6137023652531557,0.586977690383452,0,1,49,41.64216434263605,163.76512263435194,41575.27627810484,30925.774918569172,24059.48114822914,0,not_creditworthy,0,0,0,0.5009847542948872,0.3726575776747817,0.28991829593338997,0,0,3.9326754813750813,1693.6144293490943,2,0.0
36.61735698828815,73492.67365825537,0.3414469028677538,0.12641447673345535,1,11,53,58.15429922391433,355.8182059005472,27731.673934063394,8271.051672505648,3801.9165034165567,0,creditworthy,1,0,0,0.3773392986441034,0.11254253329867835,0.05173191168746871,0,0,6.118519258774039,1386.6541938037958,0,0.0
44.47688538100692,56192.60739840348,2.1448499864969035,0.46417579640345596,0,2,29,47.44935672863358,156.35504370688804,20989.572677894703,8622.383302419263,17010.932736817445,0,creditworthy,0,0,0,0.37352907525194357,0.15344337451959553,0.3027254566763177,0,0,3.295198316510293,1937.6760503699113,1,0.0
53.23029856408025,42061.26444588852,0.5882795243903626,0.46821847763425584,2,5,41,32.22042698142415,201.58209021482062,21637.01519446275,16468.08988410118,14571.059013192284,0,not_creditworthy,0,0,0,0.5144166605305978,0.3915262677111317,0.3464246547221948,0,0,6.256344277333547,1025.8844736586352,1,0.0
35.658466252766644,68964.4662722718,8.257428550377401,0.5585938012932654,1,1,52,17.81522589956773,135.57859330781926,31476.652792745113,12407.917486492692,8134.862518040858,0,creditworthy,0,0,0,0.4564184208722624,0.17991754532437473,0.11795730406737948,0,0,7.610264751166821,1326.2397105006173,2,0.0
35.6586304305082,62869.707708434995,14.752649925309992,0.300756623405442,0,8,41,34.49575649537963,185.97300936479851,31748.13254691025,3639.940921408293,12769.815757543864,0,creditworthy,1,0,0,0.5049829831186846,0.05789657776414378,0.20311555791800617,0,0,5.391184970781053,1533.4074676835983,1,0.0
53.79212815507391,72903.86440055465,0.3753231686622788,0.16499025374641893,2,1,41,5.639590816196752,31.968615069738753,27764.091478303086,7412.516628423034,22109.312397238966,0,creditworthy,0,0,0,0.38083154721920376,0.10167522242161095,0.3032666728811634,0,0,5.668604415292215,1778.1429907905285,0,0.0
45.67434729152909,67703.43603363939,15.518281170343428,0.1454381844637113,0,9,39,77.9276677204015,188.0859236779756,32471.719037016177,4009.299014846739,13087.873849886904,0,creditworthy,1,0,0,0.4796170023099351,0.05921854561111854,0.19331181128223246,0,0,2.413596181772272,1735.9854948116383,0,0.0
33.30525614065048,75991.05430638671,3.6967577469438058,0.451163889216197,1,10,32,28.190812964748513,202.60346614290776,32917.81211682251,30128.408861514232,14721.319991005996,0,creditworthy,1,0,0,0.43318009490523335,0.39647309984203766,0.19372438144439605,0,0,7.186861166770683,2374.720372864573,1,0.0
43.42560043585965,44295.29576878864,1.7802733813930103,0.529206349858932,0,11,35,86.76741816926861,322.14024144331603,21221.34847104966,6538.198146515229,3331.5578597541116,0,not_creditworthy,1,0,0,0.4790880860428426,0.1476047971435958,0.07521245319297275,0,0,3.712686680410244,1265.5798429488227,2,0.0
33.365823071875376,81347.88131268651,0.3998831236978604,0.37717719713879494,0,3,34,42.11336857427823,239.63799570421966,31503.09937426659,30362.28036808812,38312.07767249503,0,creditworthy,0,0,0,0.3872639196685052,0.37323996492309097,0.4709658943022668,0,0,5.690306858052613,2392.5846741206424,1,0.0
33.34270246429743,58951.99209384799,3.471982483856968,0.49771530922633084,1,2,33,55.66689247897501,438.35857622618903,30338.77549392812,23495.917553927873,22268.658041342278,0,not_creditworthy,0,0,0,0.5146352890860074,0.3985601965091398,0.37774224839618964,0,0,7.874672877008199,1786.4239487098196,1,0.0
40.41962271566034,96505.21745250531,7.9119244509880895,0.42318456662924475,0,1,42,11.14105989471783,62.089300632086946,52284.48185552529,25085.993491812664,1023.851360224468,0,creditworthy,0,0,0,0.5417788098422257,0.2599444273973964,0.010609285044280051,0,0,5.573015103213785,2297.743217970526,1,0.0
18.86719755342202,41216.243638208645,6.139389288918249,0.21733647489695565,2,9,36,82.0001236475628,520.5578527789705,15578.707305093802,2539.6917752819577,15874.457223366318,0,creditworthy,1,0,0,0.3779749421481466,0.061618710271451604,0.38515050916151633,0,0,6.348256847368615,1144.8956248142506,0,0.0
20.750821674869673,89719.27606330499,0.2576561474802323,0.10549743468741864,0,4,55,230.48921261744243,1076.8266342398408,35007.22051898959,7048.083507064195,33420.3896371284,0,creditworthy,0,0,1,0.3901861679523437,0.07855707063454885,0.372499546398199,0,0,4.67191768907294,1631.2595351280993,0,0.0
32.377124707590276,58958.21566925295,0.3784791202912624,0.17711581607683305,1,1,44,37.27391915580095,88.04826773731376,29381.6075081996,12885.68176471335,870.7049799764633,0,creditworthy,0,0,0,0.4983462809072753,0.21855616928405028,0.014768170475955782,0,0,2.3621949977164074,1339.959416574853,0,0.0
27.87168879665576,41971.63992771103,2.5781296560804385,0.15601042342477014,0,1,36,54.89567518392453,372.49987926685463,21349.94712079005,8065.278912507622,8021.036661915052,0,creditworthy,0,0,0,0.5086755522789437,0.19216020451444177,0.19110610582619142,0,0,6.785595973329795,1165.8788544953384,0,0.0
41.142473325952736,45322.28331891357,1.749848046900245,0.3583027272484148,1,7,35,60.11449101843751,132.85260720979255,23170.106609979728,11881.783023893624,13927.826287963902,0,not_creditworthy,1,0,0,0.5112299053079551,0.26216205701783435,0.30730636825272956,0,0,2.209993010820848,1294.9223435426065,1,0.0
28.91975924478789,48593.0538361136,1.3223304586627975,0.2382117203777517,0,2,34,15.66532361530472,97.18683702935965,24530.23770975603,9893.387026913377,11266.193570396938,0,creditworthy,0,0,0,0.5048095514223626,0.20359673339478757,0.23184781940566637,0,0,6.203946577296585,1429.2074237325346,0,0.0
23.876962986647083,63483.31892803833,1.649500892277558,0.044437637134920625,0,7,40,20.077508181805438,42.91626479832101,26526.016950219288,23928.57043036151,24835.512228477503,0,not_creditworthy,1,0,0,0.4178423150791797,0.3769268972390821,0.3912131981668861,0,0,2.1375293324339464,1587.082933523885,0,0.0
52.65648768921554,65456.70976070999,8.13502515578358,0.17743415640634935,0,7,37,73.87574456218192,529.9721374761837,27390.759637230432,15523.641310306899,14300.6273689257,0,creditworthy,1,0,0,0.4184561023147106,0.23715890039110574,0.21847458298753497,0,0,7.173831322353303,1769.1002159894535,0,0.0
35.74223699513465,43525.99992122842,13.24146297271714,0.08105034586883748,0,10,39,25.60809995852064,75.43675609309672,16385.157536370414,12744.592169860349,3716.809401412848,0,creditworthy,1,0,0,0.37644528708466574,0.2928041215051277,0.08539285503041827,0,0,2.945816099963339,1116.0512514147993,0,0.0
38.67528204687924,54512.90815478034,2.596832420887668,0.23325972978998843,1,9,42,41.82806805309597,212.72203476102274,18918.71076984155,19830.15217312479,26626.48415254435,0,not_creditworthy,1,0,0,0.34705010996254254,0.36376984541820073,0.4884436558852159,0,0,5.085628851071188,1297.926353734619,0,0.0
23.752518137865433,97845.40717223728,11.82821034121445,0.4563029734443914,0,7,41,55.76227993842038,311.315468369726,49683.276857282566,9922.028831179523,12582.879877839821,0,creditworthy,1,0,0,0.5077732138138822,0.10140515654058622,0.12859959645894853,0,0,5.58290412677916,2386.4732874576584,1,0.0
32.556172754748175,89550.86340201422,1.9393223202862477,0.11099512270858748,0,1,31,75.7577485389855,359.4911565797468,29368.7998935661,11678.07099048778,32387.792006341922,0,creditworthy,0,0,0,0.32795663578803164,0.1304071289400288,0.36166923216121416,0,0,4.74527238160302,2888.737435912154,0,0.0
39.10922589709866,63726.47339348064,3.235489429947621,0.524107383079782,2,8,36,43.63663272773493,176.4918928459027,37046.60058180295,5579.987586136488,5107.459708255765,0,not_creditworthy,1,0,0,0.581337686026912,0.08756153116453125,0.08014659271413759,0,0,4.044580843405584,1770.1797673139133,2,0.0
26.490064225776973,55760.069563364006,1.2811043548639431,0.2494485341513156,1,8,34,44.533271160379634,214.06634774793542,30556.846608949316,5513.189877340047,9547.026149223628,0,not_creditworthy,1,0,0,0.5480058910916075,0.09887343972869611,0.17121618075105643,0,0,4.80688566914663,1640.0019977459415,0,0.0
41.75698018345672,57400.62653436523,5.114872309857724,0.35765966969172464,0,4,35,207.32056351812957,802.0184645346491,31986.597979417853,13167.95562544163,13006.61048334641,0,creditworthy,0,0,1,0.5572517219774686,0.22940438842298508,0.22659352812696007,0,0,3.8684945046274697,1640.0178541242108,1,0.0
31.99361310081195,67270.35945460833,19.31166983988161,0.1411241998676989,0,8,35,96.54959028288671,446.9023791923776,38478.68895601674,10925.563442767532,7009.1464557216705,0,creditworthy,1,0,0,0.572000644376054,0.16241274063619812,0.10419368221671244,0,0,4.62873403454366,1922.0102152170891,0,0.0
35.083062502067236,34544.14869603189,4.62530912905048,0.25621935561558057,0,4,49,38.1107728427689,158.29225450700605,14597.717868789974,6843.558357258586,7961.742038467893,0,creditworthy,0,0,0,0.4225814912047389,0.19811049382862922,0.2304801924139466,0,0,4.153477837003834,704.9826120622301,0,0.0
31.98293387770603,49852.4692515331,2.214387143033421,0.5239791499617252,0,8,38,44.93954788657867,242.54902845082447,27618.77730828294,19635.463907886744,4337.6525448487055,0,not_creditworthy,1,0,0,0.5540102169940073,0.3938714411200209,0.08700978326421216,0,0,5.3972288209431145,1311.9070510427907,2,0.0
56.522781845089376,21628.3185224482,5.218028092377419,0.4819498063691885,1,5,39,158.09527644552327,541.8786701101877,7514.075601368499,2267.6539679165544,6140.565211070395,0,creditworthy,0,0,0,0.3474183900714317,0.1048465217237342,0.28391320408995924,0,0,3.427544951789652,554.5722555865627,1,0.0
